"","title","id","full.name","name_age","species","gender","age.stage","rs_frequency","author","newID","age.stage.original","age_recoded","all_ages_char","freq_sum"
"2486","PULLMAN_thebrokenbridge_1990","mrcalvert","Calvert","Calvert_adult_char","human","male",45,75,"PULLMAN","Calvert_PULLMAN_char","adult","old","old old",114
"2487","PULLMAN_thebrokenbridge_1990","mrscalvert","Calvert","Calvert_adult_char","human","female",45,39,"PULLMAN","Calvert_PULLMAN_char","adult","old","old old",114
"2491","PULLMAN_thebrokenbridge_1990","rhiannon","Rhiannon Calvert","RhiannonCalvert_16.0_char","human","female",16,342,"PULLMAN","Rhiannon_Calvert_PULLMAN_char","16","young","young young",344
"2492","PULLMAN_thebrokenbridge_1990","rhiannon6","Rhiannon Calvert","RhiannonCalvert_6.0_char","human","female",6,2,"PULLMAN","Rhiannon_Calvert_PULLMAN_char","6","young","young young",344
"2493","PULLMAN_thebrokenbridge_1990","robertbaby","Robert","Robert_0.0_char","human","male",0,4,"PULLMAN","Robert_PULLMAN_char","0","young","young young",817
"2494","PULLMAN_thebrokenbridge_1990","robert","Robert","Robert_16.0_char","human","male",16,813,"PULLMAN","Robert_PULLMAN_char","16","young","young young",817
"2497","PULLMAN_thebrokenbridge_1990","wendy","Wendy Stevens","WendyStevens_adult_char","human","female",45,222,"PULLMAN","Wendy_Stevens_PULLMAN_char","adult","old","old",222
"2505","PULLMAN_thegoodmanjesusandthescoundrelchrist_2010","caiaphas","Caiaphas","Caiaphas_adult_char","human","male",45,92,"PULLMAN","Caiaphas_PULLMAN_char","adult","old","old",92
"2519","PULLMAN_thegoodmanjesusandthescoundrelchrist_2010","governor","Pontius Pilate","PontiusPilate_adult_char","human","male",45,55,"PULLMAN","Pontius_Pilate_PULLMAN_char","adult","old","old",55
"2539","PULLMAN_thegoodmanjesusandthescoundrelchrist_2010","john","John","John_adult_char","human","male",45,55,"PULLMAN","John_PULLMAN_char","adult","old","old old",63
"2546","PULLMAN_thegoodmanjesusandthescoundrelchrist_2010","joseph","Joseph","Joseph_oldadult_char","human","male",60,147,"PULLMAN","Joseph_PULLMAN_char","oldadult","old","old old old old",201
"2547","PULLMAN_thegoodmanjesusandthescoundrelchrist_2010","josephsanhedrin","Joseph","Joseph_adult_char","human","male",45,21,"PULLMAN","Joseph_PULLMAN_char","adult","old","old old old old",201
"2561","PULLMAN_thegoodmanjesusandthescoundrelchrist_2010","marysister","Mary the Magdalene","MarytheMagdalene_adult_char","human","female",45,67,"PULLMAN","Mary_the_Magdalene_PULLMAN_char","adult","old","old",67
"2579","PULLMAN_thegoodmanjesusandthescoundrelchrist_2010","zacharias","Zacharias","Zacharias_oldadult_char","human","male",60,50,"PULLMAN","Zacharias_PULLMAN_char","oldadult","old","old",50
"2585","PULLMAN_thehauntedstorm_1972","archer","Archer","Archer_adult_char","human","male",45,66,"PULLMAN","Archer_PULLMAN_char","adult","old","old",66
"2587","PULLMAN_thehauntedstorm_1972","canoncole","Canon Thomas Cole","CanonThomasCole_middleadult_char","human","male",41,1008,"PULLMAN","Canon_Thomas_Cole_PULLMAN_char","middleadult","old","old",1008
"2591","PULLMAN_thehauntedstorm_1972","gwen","Gwen Cole","GwenCole_middleadult_char","human","female",41,328,"PULLMAN","Gwen_Cole_PULLMAN_char","middleadult","old","old",328
"2592","PULLMAN_thehauntedstorm_1972","harry","Harry Locke","HarryLocke_oldadult_char","human","male",60,217,"PULLMAN","Harry_Locke_PULLMAN_char","oldadult","old","old old",226
"2593","PULLMAN_thehauntedstorm_1972","harryadult","Harry Locke","HarryLocke_adult_char","human","male",45,9,"PULLMAN","Harry_Locke_PULLMAN_char","adult","old","old old",226
"2594","PULLMAN_thehauntedstorm_1972","jenny","Jenny Andrews","JennyAndrews_11.0_char","human","female",11,96,"PULLMAN","Jenny_Andrews_PULLMAN_char","11","young","young",96
"2606","PULLMAN_thehauntedstorm_1972","mrparrish","Parrish","Parrish_middleadult_char","human","male",41,14,"PULLMAN","Parrish_PULLMAN_char","middleadult","old","old old",112
"2607","PULLMAN_thehauntedstorm_1972","mrsparrish","Parrish","Parrish_middleadult_char","human","female",41,98,"PULLMAN","Parrish_PULLMAN_char","middleadult","old","old old",112
"2614","PULLMAN_thesecretcommonwealth_2019","aisha","Aisha","Aisha_5.0_char","human","female",5,145,"PULLMAN","Aisha_PULLMAN_char","5","young","young",145
"2625","PULLMAN_thesecretcommonwealth_2019","alison","Alison Wetherfield","AlisonWetherfield_middleadult_char","human","female",41,113,"PULLMAN","Alison_Wetherfield_PULLMAN_char","middleadult","old","old",113
"2626","PULLMAN_thesecretcommonwealth_2019","anna14","Anna Weber","AnnaWeber_14.0_char","human","female",14,69,"PULLMAN","Anna_Weber_PULLMAN_char","14","young","young",69
"2630","PULLMAN_thesecretcommonwealth_2019","arnold40s","Lucy Arnold","LucyArnold_forties_char","human","female",41,203,"PULLMAN","Lucy_Arnold_PULLMAN_char","forties","old","old",203
"2636","PULLMAN_thesecretcommonwealth_2019","benedicta","Benedicta","Benedicta_adult_char","human","female",45,2,"PULLMAN","Benedicta_PULLMAN_char","adult","old","old old",229
"2642","PULLMAN_thesecretcommonwealth_2019","bonneville","Bonneville","Bonneville_adult_char","human","male",45,93,"PULLMAN","Bonneville_PULLMAN_char","adult","old","old",93
"2644","PULLMAN_thesecretcommonwealth_2019","brande","Gottfried Brande","GottfriedBrande_adult_char","human","male",45,325,"PULLMAN","Gottfried_Brande_PULLMAN_char","adult","old","old",325
"2645","PULLMAN_thesecretcommonwealth_2019","bryan","Bryan Parker","BryanParker_adult_char","human","male",45,60,"PULLMAN","Bryan_Parker_PULLMAN_char","adult","old","old",60
"2648","PULLMAN_thesecretcommonwealth_2019","burnaby","Jerome Burnaby","JeromeBurnaby_adult_char","human","male",45,165,"PULLMAN","Jerome_Burnaby_PULLMAN_char","adult","old","old",165
"2649","PULLMAN_thesecretcommonwealth_2019","bursar","Raymond Stringer","RaymondStringer_adult_char","human","male",45,91,"PULLMAN","Raymond_Stringer_PULLMAN_char","adult","old","old",91
"2652","PULLMAN_thesecretcommonwealth_2019","capes60s","Charles Capes","CharlesCapes_sixties_char","human","male",60,137,"PULLMAN","Charles_Capes_PULLMAN_char","sixties","old","old old",144
"2653","PULLMAN_thesecretcommonwealth_2019","capesadult","Charles Capes","CharlesCapes_adult_char","human","male",45,7,"PULLMAN","Charles_Capes_PULLMAN_char","adult","old","old old",144
"2656","PULLMAN_thesecretcommonwealth_2019","carne","Carne","Carne_deepoldadult_char","human","male",60,65,"PULLMAN","Carne_PULLMAN_char","deepoldadult","old","old old",74
"2657","PULLMAN_thesecretcommonwealth_2019","cartwright","Ted Cartwright","TedCartwright_adult_char","human","male",45,77,"PULLMAN","Ted_Cartwright_PULLMAN_char","adult","old","old",77
"2658","PULLMAN_thesecretcommonwealth_2019","cawson","Ronnie Cawson","RonnieCawson_oldadult_char","human","male",60,67,"PULLMAN","Ronnie_Cawson_PULLMAN_char","oldadult","old","old old",68
"2659","PULLMAN_thesecretcommonwealth_2019","cawsonadult","Ronnie Cawson","RonnieCawson_adult_char","human","male",45,1,"PULLMAN","Ronnie_Cawson_PULLMAN_char","adult","old","old old",68
"2660","PULLMAN_thesecretcommonwealth_2019","chen","Chen","Chen_adult_char","human","male",45,102,"PULLMAN","Chen_PULLMAN_char","adult","old","old",102
"2665","PULLMAN_thesecretcommonwealth_2019","cosima","Cosima","Cosima_adult_char","supernatural","female",45,60,"PULLMAN","Cosima_PULLMAN_char","adult","old","old",60
"2716","PULLMAN_thesecretcommonwealth_2019","ionides","Abdel Ionides","AbdelIonides_adult_char","human","male",45,200,"PULLMAN","Abdel_Ionides_PULLMAN_char","adult","old","old",200
"2717","PULLMAN_thesecretcommonwealth_2019","iorek","Iorek Byrnison","IorekByrnison_adult_char","animal","male",45,11,"PULLMAN","Iorek_Byrnison_PULLMAN_char","adult","old","old old old old",1292
"2728","PULLMAN_thesecretcommonwealth_2019","johannes","Johannes Agrippa","JohannesAgrippa_middleadult_char","human","male",41,85,"PULLMAN","Johannes_Agrippa_PULLMAN_char","middleadult","old","old",85
"2729","PULLMAN_thesecretcommonwealth_2019","joseph","Joseph","Joseph_adult_char","human","male",45,4,"PULLMAN","Joseph_PULLMAN_char","adult","old","old old old old",201
"2755","PULLMAN_thesecretcommonwealth_2019","makepeace70s","Sebastian Makepeace","SebastianMakepeace_seventies_char","human","male",70,92,"PULLMAN","Sebastian_Makepeace_PULLMAN_char","seventies","old","old old old",113
"2756","PULLMAN_thesecretcommonwealth_2019","makepeaceadult","Sebastian Makepeace","SebastianMakepeace_adult_char","human","male",45,4,"PULLMAN","Sebastian_Makepeace_PULLMAN_char","adult","old","old old old",113
"2757","PULLMAN_thesecretcommonwealth_2019","makepeaceold","Sebastian Makepeace","SebastianMakepeace_oldadult_char","human","male",60,17,"PULLMAN","Sebastian_Makepeace_PULLMAN_char","oldadult","old","old old old",113
"2767","PULLMAN_thesecretcommonwealth_2019","manton","Manton","Manton_adult_char","human","male",45,181,"PULLMAN","Manton_PULLMAN_char","adult","old","old",181
"2782","PULLMAN_thesecretcommonwealth_2019","mehrzadmiddle","Mehrzad Karimov","MehrzadKarimov_middleadult_char","human","male",41,170,"PULLMAN","Mehrzad_Karimov_PULLMAN_char","middleadult","old","old",170
"2792","PULLMAN_thesecretcommonwealth_2019","morris","Benny Morris","BennyMorris_adult_char","human","male",45,324,"PULLMAN","Benny_Morris_PULLMAN_char","adult","old","old",324
"2793","PULLMAN_thesecretcommonwealth_2019","mrpolstead40s","Reg Polstead","RegPolstead_forties_char","human","male",41,9,"PULLMAN","Reg_Polstead_PULLMAN_char","forties","old","old old old",240
"2794","PULLMAN_thesecretcommonwealth_2019","mrpolstead60s","Reg Polstead","RegPolstead_sixties_char","human","male",60,59,"PULLMAN","Reg_Polstead_PULLMAN_char","sixties","old","old old old",240
"2804","PULLMAN_thesecretcommonwealth_2019","napier","Brewster Napier","BrewsterNapier_adult_char","human","male",45,78,"PULLMAN","Brewster_Napier_PULLMAN_char","adult","old","old",78
"2805","PULLMAN_thesecretcommonwealth_2019","nugent","Thomas Nugent","ThomasNugent_adult_char","human","male",45,3,"PULLMAN","Thomas_Nugent_PULLMAN_char","adult","old","old old",329
"2825","PULLMAN_thesecretcommonwealth_2019","paston","George Paston","GeorgePaston_adult_char","human","male",45,210,"PULLMAN","George_Paston_PULLMAN_char","adult","old","old",210
"2860","PULLMAN_thesecretcommonwealth_2019","selimmiddle","Selim Veli","SelimVeli_middleadult_char","human","male",41,83,"PULLMAN","Selim_Veli_PULLMAN_char","middleadult","old","old",83
"2861","PULLMAN_thesecretcommonwealth_2019","serafina","Serafina Pekkala","SerafinaPekkala_adult_char","supernatural","female",45,15,"PULLMAN","Serafina_Pekkala_PULLMAN_char","adult","old","old old old",261
"2862","PULLMAN_thesecretcommonwealth_2019","soil1","Chil-du","Chil-du_adult_char","human","male",45,100,"PULLMAN","Chil-du_PULLMAN_char","adult","old","old",100
"2877","PULLMAN_thesecretcommonwealth_2019","topham","Topham","Topham_adult_char","human","male",45,115,"PULLMAN","Topham_PULLMAN_char","adult","old","old",115
"2881","PULLMAN_thesecretcommonwealth_2019","wifebud","Anita Schlesinger","AnitaSchlesinger_adult_char","human","female",45,123,"PULLMAN","Anita_Schlesinger_PULLMAN_char","adult","old","old",123
"2887","PULLMAN_thesecretcommonwealth_2019","yozdah","Yozadah","Yozadah_adult_char","human","female",45,94,"PULLMAN","Yozadah_PULLMAN_char","adult","old","old",94
"2898","PULLMAN_thesubtleknife_1997","boreal","Charles Latrom / Carlo Boreal","CharlesLatrom/CarloBoreal_sixties_char","human","male",60,622,"PULLMAN","Charles_Latrom__Carlo_Boreal_PULLMAN_char","sixties","old","old",622
"2900","PULLMAN_thesubtleknife_1997","carne","Carne","Carne_oldadult_char","human","male",60,9,"PULLMAN","Carne_PULLMAN_char","oldadult","old","old old",74
"2904","PULLMAN_thesubtleknife_1997","giacomo","Giacomo Paradisi","GiacomoParadisi_oldadult_char","human","male",60,137,"PULLMAN","Giacomo_Paradisi_PULLMAN_char","oldadult","old","old",137
"2908","PULLMAN_thesubtleknife_1997","iorek","Iorek Byrnison","IorekByrnison_adult_char","supernatural","male",45,16,"PULLMAN","Iorek_Byrnison_PULLMAN_char","adult","old","old old old old",1292
"2914","PULLMAN_thesubtleknife_1997","kaisa","Kaisa","Kaisa_adult_char","supernatural","male",45,53,"PULLMAN","Kaisa_PULLMAN_char","adult","old","old old old",185
"2915","PULLMAN_thesubtleknife_1997","lanselius","Lanselius","Lanselius_adult_char","human","male",45,34,"PULLMAN","Lanselius_PULLMAN_char","adult","old","old old",142
"2918","PULLMAN_thesubtleknife_1997","lena","Lena Feldt","LenaFeldt_adult_char","supernatural","female",45,88,"PULLMAN","Lena_Feldt_PULLMAN_char","adult","old","old",88
"2933","PULLMAN_thesubtleknife_1997","mrscooper","Cooper","Cooper_oldadult_char","human","female",60,52,"PULLMAN","Cooper_PULLMAN_char","oldadult","old","old old",104
"2936","PULLMAN_thesubtleknife_1997","mrsparry","Elaine Parry","ElaineParry_adult_char","human","female",45,301,"PULLMAN","Elaine_Parry_PULLMAN_char","adult","old","old",301
"2938","PULLMAN_thesubtleknife_1997","oliver","Oliver Payne","OliverPayne_adult_char","human","male",45,157,"PULLMAN","Oliver_Payne_PULLMAN_char","adult","old","old",157
"2949","PULLMAN_thesubtleknife_1997","sayan","Sayan Kötör","SayanKötör_adult_char","supernatural","female",45,54,"PULLMAN","Sayan_Kötör_PULLMAN_char","adult","old","old",54
"2950","PULLMAN_thesubtleknife_1997","serafina","Serrafina Pekkala","SerrafinaPekkala_adult_char","supernatural","female",45,596,"PULLMAN","Serrafina_Pekkala_PULLMAN_char","adult","old","old",596
"2954","PULLMAN_thesubtleknife_1997","thorold","Thorold","Thorold_oldadult_char","human","male",60,85,"PULLMAN","Thorold_PULLMAN_char","oldadult","old","old old old old",144
"2955","PULLMAN_thesubtleknife_1997","thoroldadult","Thorold","Thorold_adult_char","human","male",45,8,"PULLMAN","Thorold_PULLMAN_char","adult","old","old old old old",144
"2957","PULLMAN_thesubtleknife_1997","tullio","Tullio","Tullio_adolescent_char","human","male",15,188,"PULLMAN","Tullio_PULLMAN_char","adolescent","young","young",188
"2969","ROWLING_careerofevil_2015","alyssa","Alyssa Vincent","AlyssaVincent_adult_char","human","female",45,257,"ROWLING","Alyssa_Vincent_ROWLING_char","adult","old","old",257
"2970","ROWLING_careerofevil_2015","angel","Angel","Angel_11.0_char","human","female",11,76,"ROWLING","Angel_ROWLING_char","11","young","young",76
"2971","ROWLING_careerofevil_2015","anstis","Richard Anstis","RichardAnstis_adult_char","human","male",45,13,"ROWLING","Richard_Anstis_ROWLING_char","adult","old","old old old old",368
"2982","ROWLING_careerofevil_2015","carver","Roy Carver","RoyCarver_adult_char","human","male",45,133,"ROWLING","Roy_Carver_ROWLING_char","adult","old","old old",233
"3007","ROWLING_careerofevil_2015","culpepper","Dominic Culpepper","DominicCulpepper_adult_char","human","male",45,9,"ROWLING","Dominic_Culpepper_ROWLING_char","adult","old","old old old",180
"3010","ROWLING_careerofevil_2015","des","Des","Des_middleadult_char","human","male",41,50,"ROWLING","Des_ROWLING_char","middleadult","old","old",50
"3011","ROWLING_careerofevil_2015","devotee","Baxter","Baxter_adult_char","human","male",45,70,"ROWLING","Baxter_ROWLING_char","adult","old","old",70
"3029","ROWLING_careerofevil_2015","ekwensi","Vanessa Ekwensi","VanessaEkwensi_adult_char","human","female",45,41,"ROWLING","Vanessa_Ekwensi_ROWLING_char","adult","old","old old",156
"3030","ROWLING_careerofevil_2015","elin","Elin Toft","ElinToft_adult_char","human","female",45,240,"ROWLING","Elin_Toft_ROWLING_char","adult","old","old old",250
"3035","ROWLING_careerofevil_2015","graham","Graham Hardacre","GrahamHardacre_adult_char","human","male",45,125,"ROWLING","Graham_Hardacre_ROWLING_char","adult","old","old old old",139
"3048","ROWLING_careerofevil_2015","helen","Helen","Helen_adult_char","human","female",45,4,"ROWLING","Helen_ROWLING_char","adult","old","old old",89
"3093","ROWLING_careerofevil_2015","joan","Joan","Joan_oldadult_char","human","female",60,12,"ROWLING","Joan_ROWLING_char","oldadult","old","old old old old old",56
"3100","ROWLING_careerofevil_2015","jonny","Jonny Rokeby","JonnyRokeby_adult_char","human","male",45,12,"ROWLING","Jonny_Rokeby_ROWLING_char","adult","old","old old old old old",195
"3120","ROWLING_careerofevil_2015","lorraine","Lorraine McNaughton","LorraineMcNaughton_adult_char","human","female",45,4,"ROWLING","Lorraine_McNaughton_ROWLING_char","adult","old","old old",144
"3121","ROWLING_careerofevil_2015","lorrainemiddle","Lorraine McNaughton","LorraineMcNaughton_middleadult_char","human","female",41,140,"ROWLING","Lorraine_McNaughton_ROWLING_char","middleadult","old","old old",144
"3134","ROWLING_careerofevil_2015","margaret","Margaret Bunyan","MargaretBunyan_sixties_char","human","female",60,161,"ROWLING","Margaret_Bunyan_ROWLING_char","sixties","old","old",161
"3151","ROWLING_careerofevil_2015","mrellacott","Michael Ellacott","MichaelEllacott_adult_char","human","male",45,39,"ROWLING","Michael_Ellacott_ROWLING_char","adult","old","old old old",117
"3152","ROWLING_careerofevil_2015","mrlaing","Laing","Laing_adult_char","human","male",45,12,"ROWLING","Laing_ROWLING_char","adult","old","old old old",63
"3154","ROWLING_careerofevil_2015","mrsellacott","Linda Ellacott","LindaEllacott_adult_char","human","female",45,281,"ROWLING","Linda_Ellacott_ROWLING_char","adult","old","old old old",416
"3155","ROWLING_careerofevil_2015","mrslaingadult","Laing","Laing_adult_char","human","female",45,15,"ROWLING","Laing_ROWLING_char","adult","old","old old old",63
"3156","ROWLING_careerofevil_2015","mrslaingold","Laing","Laing_oldadult_char","human","female",60,36,"ROWLING","Laing_ROWLING_char","oldadult","old","old old old",63
"3189","ROWLING_careerofevil_2015","ray40s","Ray Williams","RayWilliams_forties_char","human","male",41,20,"ROWLING","Ray_Williams_ROWLING_char","forties","old","old old old",125
"3190","ROWLING_careerofevil_2015","ray45","Ray Williams","RayWilliams_45.0_char","human","male",45,101,"ROWLING","Ray_Williams_ROWLING_char","45","old","old old old",125
"3191","ROWLING_careerofevil_2015","rayadult","Ray Williams","RayWilliams_adult_char","human","male",45,4,"ROWLING","Ray_Williams_ROWLING_char","adult","old","old old old",125
"3233","ROWLING_careerofevil_2015","stephanie","Stephanie","Stephanie_adolescent_char","human","female",15,298,"ROWLING","Stephanie_ROWLING_char","adolescent","young","young",298
"3244","ROWLING_careerofevil_2015","terence","Terence Digger Malley","TerenceDiggerMalley_adult_char","human","male",45,65,"ROWLING","Terence_Digger_Malley_ROWLING_char","adult","old","old",65
"3245","ROWLING_careerofevil_2015","tom","Tom","Tom_adult_char","human","male",45,4,"ROWLING","Tom_ROWLING_char","adult","old","old old old old old",57
"3250","ROWLING_careerofevil_2015","zahara","Zahara","Zahara_infant_char","human","female",5,75,"ROWLING","Zahara_ROWLING_char","infant","young","young",75
"3252","ROWLING_harrypotterandthechamberofsecrets_1998","alicia14","Alicia Spinnet","AliciaSpinnet_14.0_char","human","female",14,8,"ROWLING","Alicia_Spinnet_ROWLING_char","14","young","young young young young young young",90
"3253","ROWLING_harrypotterandthechamberofsecrets_1998","angelina14","Angelina Johnson","AngelinaJohnson_14.0_char","human","female",14,4,"ROWLING","Angelina_Johnson_ROWLING_char","14","young","young young young young young young young young",299
"3266","ROWLING_harrypotterandthechamberofsecrets_1998","binns","Binns","Binns_deepoldadult_char","other","male",60,64,"ROWLING","Binns_ROWLING_char","deepoldadult","old","old",64
"3267","ROWLING_harrypotterandthechamberofsecrets_1998","borgin","Borgin","Borgin_adult_char","human","male",45,36,"ROWLING","Borgin_ROWLING_char","adult","old","old old old",121
"3272","ROWLING_harrypotterandthechamberofsecrets_1998","colin11","Colin Creevey","ColinCreevey_11.0_char","human","male",11,134,"ROWLING","Colin_Creevey_ROWLING_char","11","young","young young young young young young",195
"3273","ROWLING_harrypotterandthechamberofsecrets_1998","crabbe12","Vincent Crabbe","VincentCrabbe_12.0_char","human","male",12,45,"ROWLING","Vincent_Crabbe_ROWLING_char","12","young","young young young young young young young young young young",444
"3274","ROWLING_harrypotterandthechamberofsecrets_1998","dean12","Dean Thomas","DeanThomas_12.0_char","human","male",12,21,"ROWLING","Dean_Thomas_ROWLING_char","12","young","young young young young young young young young",459
"3275","ROWLING_harrypotterandthechamberofsecrets_1998","dippet","Armando Dippet","ArmandoDippet_oldadult_char","human","male",60,50,"ROWLING","Armando_Dippet_ROWLING_char","oldadult","old","old old old old old",64
"3276","ROWLING_harrypotterandthechamberofsecrets_1998","dobby","Dobby","Dobby_adult_char","supernatural","male",45,328,"ROWLING","Dobby_ROWLING_char","adult","old","old old old old old old",1018
"3289","ROWLING_harrypotterandthechamberofsecrets_1998","ernie12","Ernie Macmillan","ErnieMacmillan_12.0_char","human","male",12,63,"ROWLING","Ernie_Macmillan_ROWLING_char","12","young","young young young young",121
"3291","ROWLING_harrypotterandthechamberofsecrets_1998","filch","Argus Filch","ArgusFilch_adult_char","human","male",45,156,"ROWLING","Argus_Filch_ROWLING_char","adult","old","old old old old old old old",599
"3292","ROWLING_harrypotterandthechamberofsecrets_1998","fletcher","Mundungus Fletcher","MundungusFletcher_adult_char","human","male",45,1,"ROWLING","Mundungus_Fletcher_ROWLING_char","adult","old","old old old old old",400
"3295","ROWLING_harrypotterandthechamberofsecrets_1998","fred13","Fred Weasley","FredWeasley_13.0_char","human","male",13,1,"ROWLING","Fred_Weasley_ROWLING_char","13","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young",2657
"3296","ROWLING_harrypotterandthechamberofsecrets_1998","fred14","Fred Weasley","FredWeasley_14.0_char","human","male",14,230,"ROWLING","Fred_Weasley_ROWLING_char","14","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young",2657
"3297","ROWLING_harrypotterandthechamberofsecrets_1998","fred15","Fred Weasley","FredWeasley_15.0_char","human","male",15,18,"ROWLING","Fred_Weasley_ROWLING_char","15","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young",2657
"3298","ROWLING_harrypotterandthechamberofsecrets_1998","fred5","Fred Weasley","FredWeasley_5.0_char","human","male",5,2,"ROWLING","Fred_Weasley_ROWLING_char","5","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young",2657
"3299","ROWLING_harrypotterandthechamberofsecrets_1998","fredadolescent","Fred Weasley","FredWeasley_adolescent_char","human","male",15,2,"ROWLING","Fred_Weasley_ROWLING_char","adolescent","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young",2657
"3300","ROWLING_harrypotterandthechamberofsecrets_1998","fudge","Cornelius Fudge","CorneliusFudge_oldadult_char","human","male",60,36,"ROWLING","Cornelius_Fudge_ROWLING_char","oldadult","old","old old old old old old old",1348
"3301","ROWLING_harrypotterandthechamberofsecrets_1998","george13","George Weasley","GeorgeWeasley_13.0_char","human","male",13,1,"ROWLING","George_Weasley_ROWLING_char","13","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young",2379
"3302","ROWLING_harrypotterandthechamberofsecrets_1998","george14","George Weasley","GeorgeWeasley_14.0_char","human","male",14,204,"ROWLING","George_Weasley_ROWLING_char","14","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young",2379
"3303","ROWLING_harrypotterandthechamberofsecrets_1998","george15","George Weasley","GeorgeWeasley_15.0_char","human","male",15,19,"ROWLING","George_Weasley_ROWLING_char","15","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young",2379
"3304","ROWLING_harrypotterandthechamberofsecrets_1998","georgeadolescent","George Weasley","GeorgeWeasley_adolescent_char","human","male",15,2,"ROWLING","George_Weasley_ROWLING_char","adolescent","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young",2379
"3309","ROWLING_harrypotterandthechamberofsecrets_1998","goyle12","Gregory Goyle","GregoryGoyle_12.0_char","human","male",12,55,"ROWLING","Gregory_Goyle_ROWLING_char","12","young","young young young young young young young young young young",429
"3332","ROWLING_harrypotterandthechamberofsecrets_1998","justin11","Justin Finch-Fletchley","JustinFinch-Fletchley_11.0_char","human","male",11,2,"ROWLING","Justin_Finch-Fletchley_ROWLING_char","11","young","young young young young young",97
"3333","ROWLING_harrypotterandthechamberofsecrets_1998","justin12","Justin Finch-Fletchley","JustinFinch-Fletchley_12.0_char","human","male",12,81,"ROWLING","Justin_Finch-Fletchley_ROWLING_char","12","young","young young young young young",97
"3334","ROWLING_harrypotterandthechamberofsecrets_1998","katie13","Katie Bell","KatieBell_13.0_char","human","female",13,2,"ROWLING","Katie_Bell_ROWLING_char","13","young","young young young young young young young",249
"3335","ROWLING_harrypotterandthechamberofsecrets_1998","lavender12","Lavender Brown","LavenderBrown_12.0_char","human","female",12,4,"ROWLING","Lavender_Brown_ROWLING_char","12","young","young young young young young young young young",292
"3336","ROWLING_harrypotterandthechamberofsecrets_1998","lee14","Lee Jordan","LeeJordan_14.0_char","human","male",14,8,"ROWLING","Lee_Jordan_ROWLING_char","14","young","young young young young young young young young",175
"3350","ROWLING_harrypotterandthechamberofsecrets_1998","marcus16","Marcus Flint","MarcusFlint_16.0_char","human","male",16,22,"ROWLING","Marcus_Flint_ROWLING_char","16","young","young young young",68
"3351","ROWLING_harrypotterandthechamberofsecrets_1998","mcgonagall","Minerva McGonagall","MinervaMcGonagall_adult_char","human","female",45,215,"ROWLING","Minerva_McGonagall_ROWLING_char","adult","old","old old old old old old old old",2015
"3356","ROWLING_harrypotterandthechamberofsecrets_1998","myrtle","Moaning Myrtle","MoaningMyrtle_adolescent_char","other","female",15,176,"ROWLING","Moaning_Myrtle_ROWLING_char","adolescent","young","young",176
"3357","ROWLING_harrypotterandthechamberofsecrets_1998","myrtlestudent","Myrtle","Myrtle_adolescent_char","human","female",15,21,"ROWLING","Myrtle_ROWLING_char","adolescent","young","young young young",177
"3365","ROWLING_harrypotterandthechamberofsecrets_1998","parvati12","Parvati Patil","ParvatiPatil_12.0_char","human","female",12,2,"ROWLING","Parvati_Patil_ROWLING_char","12","young","young young young young young young young",288
"3377","ROWLING_harrypotterandthechamberofsecrets_1998","pomfrey","Poppy Pomfrey","PoppyPomfrey_adult_char","human","female",45,47,"ROWLING","Poppy_Pomfrey_ROWLING_char","adult","old","old old old old old old old",303
"3389","ROWLING_harrypotterandthechamberofsecrets_1998","seamus12","Seamus Finnigan","SeamusFinnigan_12.0_char","human","male",12,25,"ROWLING","Seamus_Finnigan_ROWLING_char","12","young","young young young young young young young young",324
"3394","ROWLING_harrypotterandthechamberofsecrets_1998","sprout","Pomona Sprout","PomonaSprout_adult_char","human","female",45,61,"ROWLING","Pomona_Sprout_ROWLING_char","adult","old","old old old old old old old",191
"3425","ROWLING_harrypotterandthedeathlyhallows_2007","albus","Albus Severus Potter","AlbusSeverusPotter_11.0_char","human","male",11,75,"ROWLING","Albus_Severus_Potter_ROWLING_char","11","young","young young",76
"3426","ROWLING_harrypotterandthedeathlyhallows_2007","albuschild","Albus Severus Potter","AlbusSeverusPotter_child_char","human","male",10,1,"ROWLING","Albus_Severus_Potter_ROWLING_char","child","young","young young",76
"3427","ROWLING_harrypotterandthedeathlyhallows_2007","alecto","Alecto Carrow","AlectoCarrow_adult_char","human","female",45,108,"ROWLING","Alecto_Carrow_ROWLING_char","adult","old","old old",149
"3431","ROWLING_harrypotterandthedeathlyhallows_2007","alicia19","Alicia Spinnet","AliciaSpinnet_19.0_char","human","female",19,2,"ROWLING","Alicia_Spinnet_ROWLING_char","19","young","young young young young young young",90
"3432","ROWLING_harrypotterandthedeathlyhallows_2007","amycus","Amycus Carrow","AmycusCarrow_adult_char","human","male",45,126,"ROWLING","Amycus_Carrow_ROWLING_char","adult","old","old old",174
