"","title","id","full.name","name_age","species","gender","age.stage","rs_frequency","author","newID","age.stage.original","age_recoded","all_ages_char","freq_sum"
"4996","ROWLING_harrypotterandthephilosophersstone_1997","dean11","Dean Thomas","DeanThomas_11.0_char","human","male",11,9,"ROWLING","Dean_Thomas_ROWLING_char","11","young","young young young young young young young young",459
"5023","ROWLING_harrypotterandthephilosophersstone_1997","filch","Argus Filch","ArgusFilch_adult_char","human","male",45,109,"ROWLING","Argus_Filch_ROWLING_char","adult","old","old old old old old old old",599
"5024","ROWLING_harrypotterandthephilosophersstone_1997","firenze","Firenze","Firenze_adult_char","supernatural","male",45,62,"ROWLING","Firenze_ROWLING_char","adult","old","old old old old",206
"5025","ROWLING_harrypotterandthephilosophersstone_1997","flamel","Nicolas Flamel","NicolasFlamel_deepoldadult_char","human","male",60,55,"ROWLING","Nicolas_Flamel_ROWLING_char","deepoldadult","old","old old",57
"5027","ROWLING_harrypotterandthephilosophersstone_1997","fred11","Fred Weasley","FredWeasley_11.0_char","human","male",11,2,"ROWLING","Fred_Weasley_ROWLING_char","11","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young",2657
"5028","ROWLING_harrypotterandthephilosophersstone_1997","fred12","Fred Weasley","FredWeasley_12.0_char","human","male",12,1,"ROWLING","Fred_Weasley_ROWLING_char","12","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young",2657
"5029","ROWLING_harrypotterandthephilosophersstone_1997","fred13","Fred Weasley","FredWeasley_13.0_char","human","male",13,163,"ROWLING","Fred_Weasley_ROWLING_char","13","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young",2657
"5030","ROWLING_harrypotterandthephilosophersstone_1997","fred14","Fred Weasley","FredWeasley_14.0_char","human","male",14,6,"ROWLING","Fred_Weasley_ROWLING_char","14","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young",2657
"5031","ROWLING_harrypotterandthephilosophersstone_1997","fredadolescent","Fred Weasley","FredWeasley_adolescent_char","human","male",15,5,"ROWLING","Fred_Weasley_ROWLING_char","adolescent","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young",2657
"5032","ROWLING_harrypotterandthephilosophersstone_1997","fudge","Cornelius Fudge","CorneliusFudge_adult_char","human","male",45,2,"ROWLING","Cornelius_Fudge_ROWLING_char","adult","old","old old old old old old old",1348
"5033","ROWLING_harrypotterandthephilosophersstone_1997","george11","George Weasley","GeorgeWeasley_11.0_char","human","male",11,2,"ROWLING","George_Weasley_ROWLING_char","11","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young",2379
"5034","ROWLING_harrypotterandthephilosophersstone_1997","george12","George Weasley","GeorgeWeasley_12.0_char","human","male",12,1,"ROWLING","George_Weasley_ROWLING_char","12","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young",2379
"5035","ROWLING_harrypotterandthephilosophersstone_1997","george13","George Weasley","GeorgeWeasley_13.0_char","human","male",13,146,"ROWLING","George_Weasley_ROWLING_char","13","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young",2379
"5036","ROWLING_harrypotterandthephilosophersstone_1997","george14","George Weasley","GeorgeWeasley_14.0_char","human","male",14,4,"ROWLING","George_Weasley_ROWLING_char","14","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young",2379
"5037","ROWLING_harrypotterandthephilosophersstone_1997","georgeadolescent","George Weasley","GeorgeWeasley_adolescent_char","human","male",15,5,"ROWLING","George_Weasley_ROWLING_char","adolescent","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young",2379
"5041","ROWLING_harrypotterandthephilosophersstone_1997","goyle11","Gregory Goyle","GregoryGoyle_11.0_char","human","male",11,46,"ROWLING","Gregory_Goyle_ROWLING_char","11","young","young young young young young young young young young young",429
"5043","ROWLING_harrypotterandthephilosophersstone_1997","griphook","Griphook","Griphook_adult_char","supernatural","male",45,21,"ROWLING","Griphook_ROWLING_char","adult","old","old old",526
"5075","ROWLING_harrypotterandthephilosophersstone_1997","justin11","Justin Finch-Fletchley","JustinFinch-Fletchley_11.0_char","human","male",11,1,"ROWLING","Justin_Finch-Fletchley_ROWLING_char","11","young","young young young young young",97
"5076","ROWLING_harrypotterandthephilosophersstone_1997","katie12","Katie Bell","KatieBell_12.0_char","human","female",12,3,"ROWLING","Katie_Bell_ROWLING_char","12","young","young young young young young young young",249
"5077","ROWLING_harrypotterandthephilosophersstone_1997","lavender11","Lavender Brown","LavenderBrown_11.0_char","human","female",11,2,"ROWLING","Lavender_Brown_ROWLING_char","11","young","young young young young young young young young",292
"5078","ROWLING_harrypotterandthephilosophersstone_1997","lee13","Lee Jordan","LeeJordan_13.0_char","human","male",13,21,"ROWLING","Lee_Jordan_ROWLING_char","13","young","young young young young young young young young",175
"5093","ROWLING_harrypotterandthephilosophersstone_1997","marcus15","Marcus Flint","MarcusFlint_15.0_char","human","male",15,20,"ROWLING","Marcus_Flint_ROWLING_char","15","young","young young young",68
"5095","ROWLING_harrypotterandthephilosophersstone_1997","mccat","Minerva McGonagall","MinervaMcGonagall_adult_char","supernatural","female",45,36,"ROWLING","Minerva_McGonagall_ROWLING_char","adult","old","old old old old old old old old",2015
"5096","ROWLING_harrypotterandthephilosophersstone_1997","mcgonagall","Minerva McGonagall","MinervaMcGonagall_adult_char","human","female",45,279,"ROWLING","Minerva_McGonagall_ROWLING_char","adult","old","old old old old old old old old",2015
"5116","ROWLING_harrypotterandthephilosophersstone_1997","ollivander","Garrick Ollivander","GarrickOllivander_oldadult_char","human","male",60,47,"ROWLING","Garrick_Ollivander_ROWLING_char","oldadult","old","old old old old old",318
"5117","ROWLING_harrypotterandthephilosophersstone_1997","ollivanderadult","Garrick Ollivander","GarrickOllivander_adult_char","human","male",45,3,"ROWLING","Garrick_Ollivander_ROWLING_char","adult","old","old old old old old",318
"5118","ROWLING_harrypotterandthephilosophersstone_1997","padma11","Padma Patil","PadmaPatil_11.0_char","human","female",11,1,"ROWLING","Padma_Patil_ROWLING_char","11","young","young young young young young young",58
"5119","ROWLING_harrypotterandthephilosophersstone_1997","pansy11","Pansy Parkinson","PansyParkinson_11.0_char","human","female",11,2,"ROWLING","Pansy_Parkinson_ROWLING_char","11","young","young young young young young young",120
"5120","ROWLING_harrypotterandthephilosophersstone_1997","parvati11","Parvati Patil","ParvatiPatil_11.0_char","human","female",11,8,"ROWLING","Parvati_Patil_ROWLING_char","11","young","young young young young young young young",288
"5132","ROWLING_harrypotterandthephilosophersstone_1997","pomfrey","Poppy Pomfrey","PoppyPomfrey_adult_char","human","female",45,26,"ROWLING","Poppy_Pomfrey_ROWLING_char","adult","old","old old old old old old old",303
"5142","ROWLING_harrypotterandthephilosophersstone_1997","seamus11","Seamus Finnigan","SeamusFinnigan_11.0_char","human","male",11,31,"ROWLING","Seamus_Finnigan_ROWLING_char","11","young","young young young young young young young young",324
"5143","ROWLING_harrypotterandthephilosophersstone_1997","seamuschild","Seamus Finnigan","SeamusFinnigan_child_char","human","male",10,3,"ROWLING","Seamus_Finnigan_ROWLING_char","child","young","young young young young young young young young",324
"5149","ROWLING_harrypotterandthephilosophersstone_1997","sprout","Pomona Sprout","PomonaSprout_adult_char","human","female",45,5,"ROWLING","Pomona_Sprout_ROWLING_char","adult","old","old old old old old old old",191
"5155","ROWLING_harrypotterandthephilosophersstone_1997","tom","Tom","Tom_oldadult_char","human","male",60,8,"ROWLING","Tom_ROWLING_char","oldadult","old","old old old old old",57
"5171","ROWLING_harrypotterandtheprisonerofazkaban_1999","alicia15","Alicia Spinnet","AliciaSpinnet_15.0_char","human","female",15,23,"ROWLING","Alicia_Spinnet_ROWLING_char","15","young","young young young young young young",90
"5172","ROWLING_harrypotterandtheprisonerofazkaban_1999","angelina15","Angelina Johnson","AngelinaJohnson_15.0_char","human","female",15,3,"ROWLING","Angelina_Johnson_ROWLING_char","15","young","young young young young young young young young",299
"5173","ROWLING_harrypotterandtheprisonerofazkaban_1999","angelina16","Angelina Johnson","AngelinaJohnson_16.0_char","human","female",16,30,"ROWLING","Angelina_Johnson_ROWLING_char","16","young","young young young young young young young young",299
"5177","ROWLING_harrypotterandtheprisonerofazkaban_1999","bathildaadult","Bathilda Bagshot","BathildaBagshot_adult_char","human","female",45,1,"ROWLING","Bathilda_Bagshot_ROWLING_char","adult","old","old old old",134
"5181","ROWLING_harrypotterandtheprisonerofazkaban_1999","binns","Cuthbert Binns","CuthbertBinns_deepoldadult_char","supernatural","male",60,2,"ROWLING","Cuthbert_Binns_ROWLING_char","deepoldadult","old","old old old old old",50
"5184","ROWLING_harrypotterandtheprisonerofazkaban_1999","cedric16","Cedric Diggory","CedricDiggory_16.0_char","human","male",16,23,"ROWLING","Cedric_Diggory_ROWLING_char","16","young","young young young young young young",866
"5186","ROWLING_harrypotterandtheprisonerofazkaban_1999","cho14","Cho Chang","ChoChang_14.0_char","human","female",14,34,"ROWLING","Cho_Chang_ROWLING_char","14","young","young young young young young young young young young",745
"5187","ROWLING_harrypotterandtheprisonerofazkaban_1999","colin12","Colin Creevey","ColinCreevey_12.0_char","human","male",12,4,"ROWLING","Colin_Creevey_ROWLING_char","12","young","young young young young young young",195
"5188","ROWLING_harrypotterandtheprisonerofazkaban_1999","crabbe13","Vincent Crabbe","VincentCrabbe_13.0_char","human","male",13,59,"ROWLING","Vincent_Crabbe_ROWLING_char","13","young","young young young young young young young young young young",444
"5190","ROWLING_harrypotterandtheprisonerofazkaban_1999","dean13","Dean Thomas","DeanThomas_13.0_char","human","male",13,30,"ROWLING","Dean_Thomas_ROWLING_char","13","young","young young young young young young young young",459
"5193","ROWLING_harrypotterandtheprisonerofazkaban_1999","dobby","Dobby","Dobby_adult_char","supernatural","male",45,1,"ROWLING","Dobby_ROWLING_char","adult","old","old old old old old old",1018
"5213","ROWLING_harrypotterandtheprisonerofazkaban_1999","ernie","Ernest Prang","ErnestPrang_oldadult_char","human","male",60,47,"ROWLING","Ernest_Prang_ROWLING_char","oldadult","old","old old",51
"5214","ROWLING_harrypotterandtheprisonerofazkaban_1999","filch","Argus Filch","ArgusFilch_middleadult_char","human","male",41,34,"ROWLING","Argus_Filch_ROWLING_char","middleadult","old","old old old old old old old",599
"5217","ROWLING_harrypotterandtheprisonerofazkaban_1999","fred11","Fred Weasley","FredWeasley_11.0_char","human","male",11,9,"ROWLING","Fred_Weasley_ROWLING_char","11","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young",2657
"5218","ROWLING_harrypotterandtheprisonerofazkaban_1999","fred15","Fred Weasley","FredWeasley_15.0_char","human","male",15,132,"ROWLING","Fred_Weasley_ROWLING_char","15","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young",2657
"5219","ROWLING_harrypotterandtheprisonerofazkaban_1999","fred16","Fred Weasley","FredWeasley_16.0_char","human","male",16,16,"ROWLING","Fred_Weasley_ROWLING_char","16","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young",2657
"5220","ROWLING_harrypotterandtheprisonerofazkaban_1999","fred9","Fred Weasley","FredWeasley_9.0_char","human","male",9,2,"ROWLING","Fred_Weasley_ROWLING_char","9","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young",2657
"5221","ROWLING_harrypotterandtheprisonerofazkaban_1999","fredadolescent","Fred Weasley","FredWeasley_adolescent_char","human","male",15,5,"ROWLING","Fred_Weasley_ROWLING_char","adolescent","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young",2657
"5223","ROWLING_harrypotterandtheprisonerofazkaban_1999","fudge","Cornelius Fudge","CorneliusFudge_adult_char","human","male",45,319,"ROWLING","Cornelius_Fudge_ROWLING_char","adult","old","old old old old old old old",1348
"5224","ROWLING_harrypotterandtheprisonerofazkaban_1999","george11","George Weasley","GeorgeWeasley_11.0_char","human","male",11,9,"ROWLING","George_Weasley_ROWLING_char","11","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young",2379
